SMILES,C1,C2
CC(C)CCCN,1.3813,33.12639999999998
NC(=O)CC(O)CCO,-1.3949000000000005,31.52099999999999
O=C(O)C(O)CCCO,-0.7956000000000001,29.962399999999988
CCC(N)CO,-0.2840000000000001,25.352199999999996
NC(=O)C(O)C1CC1O,-1.7866,29.314999999999994
OCCCCCCO,0.5313999999999999,32.63959999999998
CCCCCC(=O)CO,1.1281,36.23479999999999
CC(=O)C(C)CCCO,0.984,36.16479999999999
OCC1CCCCC1O,0.5298,35.05059999999999
COC(=O)C(O)C(O)CO,-2.1265,31.115399999999987
O=CCC1CCCCO1,1.1445,34.27199999999999
NCC(O)CCO,-1.3116,26.763999999999992
O=COCC(=O)CCCO,-0.49899999999999983,33.34279999999998
CCC12CC(O)C1C2,1.1673,31.454799999999985
CCC(C)(CCO)OC,1.1839,37.4078
O=CCCCCOCCO,0.3645,37.8198
CCCCCCNC,1.7860999999999998,38.06869999999999
CCCC(=O)CC,1.7656,30.20599999999998
OCCCCCCO,0.5313999999999999,32.63959999999998
NCCC(N)O,-1.3877000000000002,23.865599999999997
CCCCCCCCO,2.3392000000000013,40.461800000000004
O=C1NCC(C(=O)O)O1,-0.8205999999999998,25.907499999999995
CCCCCCCC,3.3668000000000022,39.05
CNCCCCC(=O)O,0.46069999999999983,35.41349999999999
CCC(=O)C1CC1CO,0.5939000000000001,33.98079999999999
OCC1CCCCC1,1.559,33.66079999999999
CCC(O)CCO,0.1397,28.000599999999988
COC(C)C(CO)OC,0.028599999999999737,34.353799999999985
CNC1CCCC1,1.1483999999999999,31.315699999999985
CCC(=O)CCC(C)O,1.1264999999999998,36.212799999999994
CCCCCCOCCO,1.5756,42.04680000000001
O=C(O)CCCCCOO,1.121,34.68459999999999
CCCCCC(C)=O,2.1557000000000004,34.822999999999986
O=CCCCOC(O)O,-0.7497000000000003,29.475599999999986
O=CCC(O)CO,-1.0714000000000001,23.773599999999995
NC(=O)C1=C(N)CCC1,-0.13160000000000005,34.258799999999994
CCCC(O)NO,0.08370000000000005,25.836999999999996
CC1C(O)C2OC2C1CO,-0.6271000000000004,34.407599999999995
OCCCCCCO,0.5313999999999999,32.63959999999998
CCCCCCCCO,2.3392,40.461800000000004
CCCCCOCC=O,1.3921,36.407999999999994
NC(=O)C1CCCO1,-0.34930000000000017,28.168399999999995
NC(=O)CCCCOCO,-0.39160000000000034,36.0832
OCCCCCCO,0.5313999999999999,32.63959999999998
CC(CCOO)NC=O,0.0005999999999996564,31.85949999999999
O=C(O)CC1(O)CCC1,0.3761,31.05359999999999
CCCOCC(=O)CC,1.3921,36.407999999999994
CC1=CC(O)C(C=O)N1,-0.5782,32.75149999999999
CCCCCCN,1.5253999999999999,33.19639999999998
CC(O)CCS(C)=O,0.13580000000000014,35.2312
NCCNCCN,-1.506599999999999,30.978499999999997
O=CCCCCCO,0.738,31.61779999999998
COC12COCCC1C2,0.8118,33.28299999999999
COCCCC=O,0.6119000000000001,27.173999999999985
CCCCCCO,1.559,31.22779999999998
CCCCC(=O)CC,2.1557000000000004,34.822999999999986
CCCC(O)CO,0.13970000000000005,28.000599999999988
NCCCCCC(=O)O,0.5901000000000002,35.15819999999999
CCCCCC(C)O,1.9475,35.822799999999994
NC1CC1CCO,-0.2840000000000002,27.785199999999993
COC1(CO)CCC1O,-0.4814000000000002,32.06659999999999
COC1(O)CCCN1,-0.33770000000000006,29.195499999999992
CCCCCCC=O,2.1557000000000004,34.822999999999986
OCC1CCCOC1,0.4053,30.628799999999984
CCCC(O)C(C)O,0.5282,32.59559999999998
CC(O)CC(=O)C(=O)O,-0.5890000000000004,28.94059999999999
CN(C)C1CCCOC1,0.7269999999999999,37.528
OCCOC(O)C(O)CO,-2.3330999999999995,32.137199999999986
CCC(O)C(O)CC,0.5282,32.59559999999998
CCCCCCCO,1.9491,35.84479999999999
CCCCCCO,1.559,31.22779999999998
CCCCCC=O,1.7656,30.20599999999998
