SMILES,C1,C2
CCCCCCCCCC,4.147000000000004,48.28400000000003
CC(O)C(=O)CO,-1.0714000000000001,23.773599999999995
O=S(=O)(O)OC1CCCC1,0.7484000000000002,34.8896
CC1CC1CN,0.6011000000000001,26.325399999999995
CCC(C)C(=O)NC,0.7785,33.52169999999999
CCCC(O)CC(O)O,-0.1518,33.75739999999999
CCCCNC(CO)CO,-0.27069999999999994,40.8703
CCCCCO,1.1689,26.61079999999999
CC(CCCCO)C(=O)O,0.8696999999999999,37.73659999999999
*CC(O)CC(C)C,1.361,30.268799999999985
CC(C)CC(O)CN,0.35210000000000025,34.516199999999984
CC(O)(O)CCCO,-0.5403000000000002,29.162399999999987
CNCNC(N)=O,-1.1684000000000003,26.645799999999998
CCCC(=O)NC(C)CO,0.2834999999999994,39.59850000000001
CCCCOCCCCO,1.5756,42.04680000000001
CNC(=O)CCCN,-0.5286999999999995,32.35509999999999
CCCCCCCCO,2.3392000000000013,40.461800000000004
CCOC1(C(=O)CO)CO1,-0.6892,32.40179999999999
CC(=O)CCC(O)CO,-0.2912,33.00759999999998
NCCCCC(O)C(=O)O,-0.4391000000000001,36.547999999999995
*CCCCCC(N)O,0.7914999999999998,33.469199999999994
CCC(O)CCC(C)O,0.9182999999999999,37.212599999999995
CCCC(O)CC(C)=O,1.1265,36.212799999999994
CCC(=O)C(O)C(=O)CO,-1.1122,33.39759999999999
CC(C)CC(O)O,0.3432,27.680599999999988
COC12N=C1CNN2,-1.1509999999999998,28.313399999999998
CC(C)CCCC(=O)O,1.8973,36.324799999999996
O=C1CCCCCCOC1,1.5362,38.911
CCCCCCCCO,2.3392,40.461800000000004
CC1C(O)C1(N)CO,-1.3132000000000004,29.174999999999994
*CCCCCN,1.0830000000000002,27.712399999999988
*C(=O)CNCCCCC,0.8420999999999998,37.4017
CCCCCCNC=O,1.3127,38.20869999999999
NC(O)CCCC=O,-0.3673000000000004,30.10919999999999
CNCCCCCC(O)O,0.07689999999999986,40.62030000000001
COC(=O)C(O)CCO,-1.0973000000000002,29.725599999999986
*CCC(O)CCNC,0.31449999999999984,33.97449999999999
COC1(O)CCC(O)C1,-0.13380000000000009,31.816599999999987
CNC1C(N)C1O,-1.7237999999999998,26.829899999999995
COC(O)CCC(C)C=O,0.5664,37.477799999999995
CCCC1CC(O)CO1,0.9362999999999999,35.27179999999999
CN(CO)C1CCCC1,0.8106,37.1048
NCCCC(N)=O,-0.7894000000000001,27.482799999999997
CC1CCNC1N,-0.09940000000000004,29.759099999999993
CCC(CCO)C(O)O,-0.29429999999999995,33.70939999999999
CNCCCCO,-0.02170000000000022,30.246499999999987
NCCCCCN,0.07410000000000017,31.959799999999994
CCCC(O)C(O)OC,0.11219999999999997,33.93059999999999
O=C(CO)OC1CC(O)C1,-0.9548000000000005,32.20659999999999
CC(C)CCS(C)(=O)=O,1.0771000000000002,39.165800000000004
CC(=O)CCCCC(=O)O,1.2204,36.78479999999999
CNCC(O)NCO,-1.9364,30.15499999999999
CC1CCC(O)C1C,1.4133,33.56879999999999
COC(=O)C1CCCC1O,0.32039999999999985,35.36379999999999
CC(C)(O)C(C)(O)O,-0.5419,29.14039999999999
CCNCCC(N)O,-0.7369000000000001,33.3549
NCC(O)CC(O)O,-1.9932000000000003,27.903799999999993
CCCC(N)O,0.06360000000000005,25.102199999999996
COC(=O)CCCCO,0.3219999999999999,32.95279999999998
CCCCCN,1.1353,28.57939999999999
OC1CCC2C3CCCC132,1.5574,38.5048
CCC(C)C(C)C,2.6885000000000012,34.292999999999985
CC(C)C(O)CCCN,0.7422,39.133199999999995
OCCCCCCC(O)O,0.23989999999999984,38.3964
OCCCCCC(O)OO,0.3471,35.27439999999999
CC(=O)CCCCCO,1.1281,36.23479999999999
CNCC(O)NCO,-1.9364,30.15499999999999
COC(=O)NC(O)C(O)O,-2.0285,29.77309999999999
NCCCCC1CC1CO,0.7438,41.5882
OCCCOOC(O)OO,-0.9175000000000002,28.46039999999999
CCCCCCC(=O)O,2.0414,36.39479999999999
NCCCCCC=O,0.7044000000000001,33.58639999999999
OCCC1CCCCC1,1.9491,38.2778
O=COCOCCCCO,-0.09400000000000003,34.28779999999999
CCCCCCC(=O)OO,1.973,37.479800000000004
CCC(=O)CCCCCN,1.4846,42.82040000000001
CCCCCCC=O,2.1557000000000004,34.822999999999986
N[SH](N)(=O)CCCCO,-1.4770000000000005,39.09900000000002
CCCC(C)C=O,1.6215,30.13599999999998
OCCCCCC(O)CO,-0.10770000000000002,38.6464
CC1CCCOC(O)N1,0.05079999999999951,33.790499999999994
COCCCCCCO,1.1855,37.42979999999999
NC(O)(O)OC12CC1O2,-1.9435999999999993,24.662
CCCCCCN,1.5253999999999999,33.19639999999998
CCC(=O)CCC(O)CO,0.09889999999999999,37.624599999999994
CCC1OC1CCC(=O)O,1.0286,35.82179999999998
