SMILES,C1,C2
CCNCCNC(C)C,0.5938999999999997,41.68240000000001
CCCCCCCCCC,4.147000000000004,48.28400000000003
CCCCC1C2CCCC12,3.2227000000000023,43.84600000000002
CC(=O)CCCCCN,1.0945,38.203399999999995
CC(C)CNCCCCO,1.0045,44.02750000000001
COCCCCCCCN,1.542,44.01540000000002
CCCCCCCC(N)=O,1.8321999999999998,42.57040000000002
CC(=O)NCCCCCO,0.28509999999999974,39.62050000000001
COC(=O)CCCC(O)O,-0.35960000000000025,34.09259999999999
NCCCCCCNCO,0.04490000000000027,42.610900000000015
CCCCCNCCOC,1.4125999999999994,44.27070000000002
CC(O)CCCNC(C)O,0.07530000000000003,40.5983
OC1CCCC2CCCC12,1.9475,40.68880000000001
CC(C)CCCNC(O)O,0.2803999999999998,40.3003
CCCCCCCNC,2.1761999999999997,42.68570000000002
CCOC12C(C)C13CC32C,1.8214,38.678000000000004
COC(C)(O)C(C)CCO,0.35979999999999995,38.4996
COC(=O)C(N)C(N)O,-2.236199999999999,30.185599999999997
CCC(O)C1C2CCOC21,0.7922,37.634800000000006
CCCCCCC(=O)CC,2.935900000000001,44.057000000000016
CCC(CN)C(=O)O,0.055899999999999894,30.47119999999999
CCCCCCCCNC,2.566300000000001,47.30270000000003
CCCCCC(O)CCC,2.7277000000000013,45.05680000000002
CC(C=O)CCCC(N)O,0.2688000000000001,39.273199999999996
CCC(=O)C1C2CCCC21,2.0116,39.61900000000001
CC(=O)CCCCCCO,1.5182,40.851800000000004
CC(CO)NCCNCN,-1.5373999999999983,41.607600000000005
CC(O)C(O)CCCCO,-0.10930000000000012,38.6244
CC(C)NC(C)NC(=O)O,0.5980000000000001,38.89419999999999
OCC(O)C1C2CCCC21,0.38569999999999993,37.4136
CC1CCC2C3CNCC123,1.2519,40.68070000000001
CCC(O)CNS(C)(=O)=O,-0.6935000000000004,39.14430000000001
OC1COC2C3CCCC132,0.5462,35.520799999999994
NC(=O)CCC1=CCCC1,1.3621999999999999,40.362400000000015
CC1CCCCCCCC1,3.7569000000000026,46.10000000000002
CCCCCCCC(N)=O,1.8321999999999998,42.57040000000002
CCC1C(O)C1OCCN,-0.2690000000000003,38.58220000000001
CCCCCCCC(N)O,1.6239999999999999,43.57020000000002
CCCCC(CC)CCO,2.5852000000000004,45.008800000000015
CCCC(=O)CCCCN,1.4846000000000001,42.82040000000001
CCCOCC(C)CCC,2.8492000000000015,45.182000000000016
CCCCCNCCNC,0.9855999999999994,46.32140000000002
CCCCCC1CCCC1,3.7569000000000026,46.10000000000002
CC(N)CCCCCCN,1.2428,45.78880000000002
CC(=O)CCC(O)OCO,-0.35960000000000003,34.09259999999999
CCCCCCC(C)C=O,2.791800000000001,43.987000000000016
CCCCCCC(=O)O,2.0414,36.39479999999999
NCCCCCCCCO,1.278,43.842200000000005
NCC(O)NCCCCO,-1.3743999999999996,39.38370000000001
CCCCCCCCCO,2.729300000000001,45.078800000000015
CCCCCNCCCC,2.566300000000001,47.30270000000002
CCCCNCCNC,0.5954999999999995,41.704400000000014
CCCCCC(=O)NC,1.3127,38.2087
O=C(O)C1CCCCC1O,0.6221000000000001,35.60059999999999
CC(=O)NCC(O)CCO,-1.1342000000000003,36.393299999999996
NC(=O)NCCCCCO,-0.18270000000000003,38.52290000000001
O=CC(O)CC1CCCC1,1.1265,38.6458
CCCCCCCC(O)O,1.6576,41.60160000000001
CC(O)CCCCC1CC1,2.3376,42.87280000000001
CC(O)C(O)CCCO,-0.49940000000000023,34.00739999999999
CCCCCCCCCC,4.147000000000004,48.28400000000003
CC1CCC2C3CCCC132,2.832600000000001,41.66200000000001
OC1CNC2C3CCCC132,0.11919999999999953,37.57150000000001
OCCOCCC(O)CO,-1.2614000000000003,35.614399999999996
CCC(C(C)CO)C1CC1,2.051,42.75480000000001
CCC(O)CCCCN,0.8863000000000001,39.20320000000001
CCCC(CO)CC(N)O,0.06219999999999959,40.29500000000001
CCCCOCCCCN,1.5420000000000003,44.01540000000002
CC1CCC2CNCCC12,1.642,42.86470000000001
CCCCCCCCCO,2.7293000000000016,45.078800000000015
CCCNCCNC(O)O,-1.1561999999999992,39.388999999999996
CCCCCCCC(=O)O,2.4314999999999998,41.0118
CCCCCCCCCO,2.7293000000000016,45.078800000000015
CCCCCCNC,1.7860999999999998,38.06869999999999
CC1CCCCCCCC1,3.7569000000000026,46.10000000000002
CCCCC12CCCC1C2,3.3668000000000022,43.91600000000002
CC(CCCO)NCCN,-0.30430000000000046,42.83890000000002
NC(=O)CCCCNCO,-0.8186000000000004,38.133900000000004
CC1CCNC(CO)C1C,0.6127999999999999,41.82150000000001
CC(C)CCCS,2.3524000000000007,37.925000000000004
CNCCCCCCOC,1.4125999999999999,44.27070000000002
O=CCCOCCCCO,0.3645,37.8198
CNC12CC1CC2N,-0.30450000000000016,32.49009999999999
CC(=O)CCCC(C)C,2.401700000000001,39.37
CCCOCCCCCO,1.5756000000000001,42.04680000000001
CCCCNC(=O)NC,0.7154999999999996,37.366400000000006
CCNC1C(C)CNC1C,0.5922999999999998,44.09340000000001
CC(O)CCCC(O)CO,-0.10930000000000006,38.6244
CNC(C)(C)CCCN,0.7232999999999999,41.4271
NCCCCCCCCO,1.278,43.842200000000005
CCC(=O)C(C)CCOC,1.6381,40.955000000000005
CCCCNCCCO,0.7585,39.480500000000006
NC(=O)CC1C2CC(O)C12,-0.5114000000000005,34.9052
CC(C)CCCC(C)CO,2.441100000000001,44.938800000000015
CC(N)N[SH](C)(C)=O,-0.9279999999999999,38.1705
CC(CO)C1CCCCC1,2.1951,42.82480000000001
CC1CCCC2CCCC12,3.2227000000000023,43.84600000000002
CCC1C(C)CCC1CO,2.051,42.75480000000001
CCCCCCCCCC,4.147000000000004,48.28400000000003
CC(=O)C1CC1CCN,0.5603000000000001,35.94939999999998
CCC1CC1C(=O)C(C)C,2.2576,41.73300000000001
CC(C)CNC(O)O,-0.49979999999999986,31.066299999999988
CC1CCCCCCCC1,3.7569000000000026,46.10000000000002
CCCCCCCCC,3.7569000000000026,43.667000000000016
CCCCCOCCCC,2.9933000000000014,45.25200000000002
CNC(=O)CCNC(O)O,-2.019699999999999,34.912
CCCCNC(=O)CCC,1.7028,42.82570000000001
CCCCCOCCNC,1.4125999999999994,44.27070000000002
CNC(=O)CCCC(C)=O,0.4916999999999998,38.59870000000001
CC1COC12C1CCCC12,1.8214000000000001,38.678000000000004
CNCCCCCCO,0.7585,39.480500000000006
CCCCCNCCNC,0.9855999999999994,46.32140000000002
CNCCCCCN,0.3347999999999999,36.83209999999999
CCCCCCC(O)CC,2.7277000000000013,45.05680000000002
CC1(CCNC(N)O)CC1,0.0007999999999994678,40.15490000000002
OC1CCCCCCCC1,2.481700000000001,42.94280000000001
CCNCCCC(O)CC,1.147,44.07550000000001
CCCNCCCNC=O,0.12209999999999965,41.844400000000014
CCCC(CC)C(C)CO,2.4411000000000005,44.938800000000015
CCCNCNCCO,-0.4746000000000001,38.2492
