SMILES,C1,C2
OCCC(O)O,-1.3205000000000002,19.928399999999996
CCCCCCC(=O)O,2.0414,36.39479999999999
O=CCCC(O)O,-0.7238,23.523599999999995
*C1CCCC1O,0.869,23.60779999999999
O=CC(O)C(O)CO,-2.1006,25.163399999999992
CC1NC1(N)CO,-1.3745999999999996,26.601899999999997
NCC(O)CCO,-1.3116,26.763999999999992
*C(O)C(O)CC,-0.375,22.304599999999997
OCCCCCO,0.14130000000000004,28.022599999999986
CCCCCN,1.1353000000000002,28.579399999999985
CC(O)C(O)CO,-1.2796,24.77339999999999
*C(C)(O)CC,0.6541999999999999,20.914799999999996
CCC(C)(O)O,0.09720000000000001,23.133599999999994
O=CC(O)C(=O)C(O)O,-2.574,25.30339999999999
O=C(O)CCCO,-0.15650000000000003,23.955599999999993
NCCCCO,-0.28239999999999993,25.37419999999999
NC1(CO)CC1CO,-1.3116,29.196999999999992
CCCCCC=O,1.7656,30.20599999999998
O=COCCCCO,-0.0681,28.335799999999985
NC(=O)NC(O)O,-2.0770999999999997,20.9447
CC(O)CCO,-0.25039999999999996,23.383599999999994
CNCCCO,-0.41180000000000017,25.62949999999999
*CC(O)CO,-0.6928000000000001,17.8996
NC(=O)NCO,-1.3955000000000002,19.804899999999996
CCC(=O)C(C)O,0.3463,26.978799999999985
OCCCCO,-0.24880000000000008,23.405599999999993
OCOC(O)CO,-1.7365000000000002,21.263399999999997
CCCCCO,1.1689,26.610799999999987
*CCCCN,0.6929000000000001,23.09539999999999
NC(CO)CO,-1.7017,22.146999999999995
O=C(CO)COCO,-1.4858000000000002,25.130599999999994
CC(O)NC=O,-0.9293000000000002,20.880499999999994
*C(O)C(O)C(=O)OC,-1.6120000000000003,24.02959999999999
*C(O)(CCO)OC,-0.7894000000000001,23.661599999999996
CCCC(C)O,1.1673,26.58879999999999
CCCCCO,1.1689,26.610799999999987
O=CCCCCO,0.34790000000000004,27.000799999999987
CC(C)CC(O)(O)O,-0.3368,28.842399999999987
OCCOC(O)CCO,-1.3038999999999998,30.747399999999985
O=C(O)CCCO,-0.15650000000000003,23.955599999999993
*CC(N)CNO,-0.7399000000000002,22.571599999999997
CC(O)COC=O,-0.4598000000000002,23.696799999999993
NC(=O)CCO,-1.1459000000000001,20.897199999999994
OCCC(O)CO,-1.2780000000000002,24.795399999999994
O=C(O)CCCCO,0.23360000000000009,28.572599999999987
OCOC(O)CO,-1.7365000000000002,21.263399999999997
NC1CCOC1O,-0.9476000000000004,24.55119999999999
NC(CO)C(O)O,-2.3832999999999998,23.286799999999996
*CCCC(=O)O,0.8188,21.676799999999993
CCCCN,0.7452000000000001,23.96239999999999
CCCCCO,1.1689,26.61079999999999
*CCOC(N)=O,0.04930000000000018,20.342399999999994
NCCCO,-0.6724999999999999,20.757199999999997
OCCOCO,-1.0549000000000002,20.123599999999996
CNC(C)CO,-0.41339999999999993,25.607499999999995
OCCCCO,-0.24880000000000008,23.405599999999993
CCCCCO,1.1689,26.61079999999999
O=C(CO)C(O)O,-2.1414999999999997,20.3184
O=C(O)C1CCCOC1,0.49760000000000004,31.17879999999999
OCC(O)CO,-1.6681000000000001,20.1784
O=CC(O)OOC(O)F,-1.3027000000000004,21.355599999999995
NCC(O)C(O)O,-2.3833,23.286799999999996
*CCCCO,0.7264999999999999,21.126799999999996
*CC(CC)CO,0.9724999999999999,25.67379999999999
O=C(O)CCC(O)C(=O)O,-0.7032999999999998,30.512399999999992
O=C1C=NC(=O)CCC1,0.3368,32.35699999999999
O=C(O)C(=O)C(=O)O,-1.2753,20.278599999999997
OCCOCCO,-1.0124,24.99059999999999
CCNCO,-0.45430000000000004,20.7625
CCOCCC=O,0.6119,27.173999999999985
CCC1OC1=O,0.3218,20.170999999999996
OCC(O)CO,-1.6681000000000001,20.1784
OCCC(O)CO,-1.2780000000000002,24.795399999999994
CCCCC(O)O,0.4872999999999999,27.750599999999988
CCC(O)CO,-0.25039999999999996,23.383599999999994
*CCCCO,0.7264999999999999,21.126799999999996
COC(=O)C(O)CO,-1.4874,25.108599999999992
NCC(O)CC=O,-1.105,25.742199999999993
O=CCC(O)C(O)CO,-1.7105,29.780399999999986
CC(=O)CO,-0.43229999999999996,17.7668
CC1CC1CO,0.6347,24.35679999999999
CC(O)CCCO,0.1397,28.000599999999988
CCCC(O)CO,0.13970000000000005,28.000599999999988
